job_id,job_type,invoice_amount,material_costs,request_date,start_date,completion_date,customer_id,customer_type,customer_postal_code,customer_satisfaction
j_93399f,complete_lawncare,862.4999999999999,258,2022-03-02,2022-06-28,2022-06-28,c_42fe8d,residential,A1K,10
j_196d14,complete_lawncare,885.4999999999999,269,2022-03-02,2022-06-28,2022-06-28,c_42fe8d,residential,A1K,10
j_743d5c,basic_lawncare,448.5,106,2022-03-22,2022-06-28,2022-06-29,c_42fe8d,residential,A1K,5
j_31067,basic_lawncare,460.0,110,2022-03-22,2022-07-20,2022-07-20,c_42fe8d,residential,A1K,5
j_8e328a,basic_lawncare,471.5,111,2022-03-22,2022-07-20,2022-07-20,c_42fe8d,residential,A1K,10
j_f15b,complete_lawncare,850.9999999999999,257,2022-03-02,2022-08-10,2022-08-10,c_42fe8d,residential,A1K,8
j_1b2d4b,basic_lawncare,448.5,106,2022-03-22,2022-08-10,2022-08-10,c_42fe8d,residential,A1K,10
j_770731,complete_lawncare,850.9999999999999,263,2022-03-02,2022-08-10,2022-08-10,c_42fe8d,residential,A1K,8
j_384fbc,basic_lawncare,460.0,110,2022-03-22,2022-08-10,2022-08-11,c_42fe8d,residential,A1K,8
j_362e65,water_feature,4440.0,2352,2022-08-07,2022-09-09,2022-09-13,c_42fe8d,residential,A1K,5
j_73a068,fall_planting,760.0,289,2022-09-30,2022-10-15,2022-10-16,c_42fe8d,residential,A1K,5
j_448c83,spring_cleanup,620.0,157,2022-03-05,2022-04-01,2022-04-02,c_885789,residential,A1L,9
j_2f0a2c,retaining_wall,2390.0,1493,2022-04-19,2022-04-27,2022-04-29,c_885789,residential,A1L,3
j_1b46c7,garden_landscaping,1960.0,647,2022-05-18,2022-05-26,2022-05-28,c_885789,residential,A1L,7
j_1ad477,tree_pruning,450.0,112,2022-06-21,2022-07-11,2022-07-11,c_885789,residential,A1L,8
j_d02ea,lawn_treatment,790.0,275,2022-07-08,2022-08-05,2022-08-06,c_885789,residential,A1L,10
j_77f50c,water_feature,4480.0,2422,2022-07-09,2022-08-08,2022-08-11,c_885789,residential,A1L,5
j_5ea63d,tree_pruning,450.0,110,2022-08-09,2022-09-12,2022-09-13,c_885789,residential,A1L,10
j_3128cf,complete_lawncare,890.0,290,2022-08-10,2022-09-14,2022-09-14,c_885789,residential,A1L,7
j_6a5914,install_new_lawn,2300.0,1280,2022-08-19,2022-09-19,2022-09-19,c_885789,residential,A1L,10
j_105361,tree_pruning,300.0,74,2022-03-06,2022-04-01,2022-04-02,c_3beae,commercial,A1E,5
j_47c3ae,spring_cleanup,410.0,108,2022-05-03,2022-05-08,2022-05-09,c_3beae,commercial,A1E,5
j_29129e,garden_landscaping,1270.0,448,2022-05-31,2022-06-12,2022-06-14,c_3beae,commercial,A1E,5
j_5d2ba5,garden_landscaping,1300.0,460,2022-07-02,2022-07-28,2022-07-30,c_3beae,commercial,A1E,4
j_442202,complete_lawncare,560.0,192,2022-08-28,2022-09-29,2022-09-30,c_3beae,commercial,A1E,6
j_702bc0,garden_landscaping,1260.0,437,2022-08-30,2022-09-30,2022-10-02,c_3beae,commercial,A1E,10
j_9f3c2,retaining_wall,2070.0,1079,2022-09-02,2022-10-03,2022-10-05,c_3beae,commercial,A1E,10
j_1f8493,garden_landscaping,1630.0,543,2022-03-05,2022-04-01,2022-04-03,c_3a591c,residential,A1G,9
j_1920fb,garden_beds,700.0,238,2022-06-19,2022-07-08,2022-07-09,c_3a591c,residential,A1G,6
j_393fe4,basic_lawncare,380.0,98,2022-07-20,2022-08-22,2022-08-22,c_3a591c,residential,A1G,10
j_252c09,basic_lawncare,390.0,103,2022-07-19,2022-08-22,2022-08-23,c_3a591c,residential,A1G,5
j_2eb85,complete_lawncare,740.0,243,2022-08-10,2022-09-14,2022-09-14,c_3a591c,residential,A1G,10
j_47dd5,garden_landscaping,770.0,305,2022-03-06,2022-04-01,2022-04-03,c_72ef4b,commercial,A1C,2
j_2bc584,basic_lawncare,190.0,54,2022-05-02,2022-05-08,2022-05-09,c_72ef4b,commercial,A1C,1
j_7e022c,lawn_treatment,290.0,129,2022-05-14,2022-05-23,2022-05-24,c_72ef4b,commercial,A1C,3
j_77499a,complete_lawncare,330.0,129,2022-06-09,2022-06-20,2022-06-20,c_72ef4b,commercial,A1C,1
j_2ab7ab,garden_landscaping,770.0,316,2022-06-16,2022-07-04,2022-07-06,c_72ef4b,commercial,A1C,5
j_56071c,complete_lawncare,750.0,240,2022-03-06,2022-04-01,2022-04-03,c_6ed58,commercial,A1A,3
j_5e66f1,install_new_lawn,2050.0,1175,2022-03-28,2022-04-11,2022-04-12,c_6ed58,commercial,A1A,6
j_60eb12,spring_cleanup,540.0,134,2022-04-05,2022-04-15,2022-04-17,c_6ed58,commercial,A1A,4
j_37da4d,complete_lawncare,873.9999999999999,249,2022-03-06,2022-04-25,2022-04-25,c_6ed58,commercial,A1A,7
j_517fd7,garden_landscaping,1710.0,568,2022-04-18,2022-04-26,2022-04-29,c_6ed58,commercial,A1A,6
j_502fbf,complete_lawncare,885.4999999999999,249,2022-03-06,2022-05-16,2022-05-16,c_6ed58,commercial,A1A,7
j_89fa06,complete_lawncare,862.4999999999999,247,2022-03-06,2022-05-16,2022-05-17,c_6ed58,commercial,A1A,9
j_69926d,complete_lawncare,862.4999999999999,248,2022-03-06,2022-06-07,2022-06-07,c_6ed58,commercial,A1A,8
j_3163b2,complete_lawncare,896.9999999999999,253,2022-03-06,2022-06-07,2022-06-08,c_6ed58,commercial,A1A,9
j_70ccef,garden_beds,720.0,242,2022-05-31,2022-06-11,2022-06-12,c_6ed58,commercial,A1A,6
j_8f0de2,complete_lawncare,873.9999999999999,243,2022-03-06,2022-06-29,2022-06-29,c_6ed58,commercial,A1A,5
j_35c2e6,complete_lawncare,750.0,246,2022-05-20,2022-06-29,2022-06-29,c_6ed58,commercial,A1A,10
j_739aec,complete_lawncare,873.9999999999999,244,2022-03-06,2022-06-29,2022-06-29,c_6ed58,commercial,A1A,8
j_1511dd,complete_lawncare,896.9999999999999,248,2022-03-06,2022-06-29,2022-06-30,c_6ed58,commercial,A1A,10
j_4452a6,complete_lawncare,873.9999999999999,244,2022-03-06,2022-06-29,2022-06-30,c_6ed58,commercial,A1A,7
j_4dc37b,complete_lawncare,885.4999999999999,250,2022-03-06,2022-07-21,2022-07-22,c_6ed58,commercial,A1A,6
j_42334c,basic_lawncare,400.0,104,2022-06-24,2022-07-21,2022-07-22,c_6ed58,commercial,A1A,10
j_23462f,garden_beds,710.0,236,2022-07-08,2022-08-05,2022-08-07,c_6ed58,commercial,A1A,5
j_27f8a4,basic_lawncare,410.0,109,2022-08-16,2022-09-18,2022-09-19,c_6ed58,commercial,A1A,6
j_1eb7d,spring_cleanup,700.0,168,2022-03-07,2022-04-01,2022-04-03,c_215688,residential,A1K,5
j_706811,install_new_lawn,2690.0,1424,2022-03-27,2022-04-11,2022-04-12,c_215688,residential,A1K,10
j_7c3a76,complete_lawncare,990.0,319,2022-04-09,2022-04-18,2022-04-18,c_215688,residential,A1K,4
j_94385e,tree_pruning,490.0,120,2022-04-19,2022-04-27,2022-04-28,c_215688,residential,A1K,6
j_14ff8a,spring_cleanup,710.0,172,2022-05-12,2022-05-18,2022-05-19,c_215688,residential,A1K,8
j_916374,basic_lawncare,500.0,124,2022-05-16,2022-05-25,2022-05-25,c_215688,residential,A1K,5
j_79a88f,lawn_treatment,910.0,315,2022-06-10,2022-06-22,2022-06-23,c_215688,residential,A1K,7
j_871da,garden_beds,910.0,298,2022-06-11,2022-06-24,2022-06-25,c_215688,residential,A1K,5
j_2c52e1,tree_pruning,500.0,118,2022-07-24,2022-08-27,2022-08-27,c_215688,residential,A1K,6
j_540a42,basic_lawncare,510.0,129,2022-08-01,2022-09-04,2022-09-04,c_215688,residential,A1K,8
j_913d50,fall_planting,990.0,337,2022-09-14,2022-10-07,2022-10-08,c_215688,residential,A1K,8
j_4cfb25,basic_lawncare,480.0,115,2022-03-07,2022-04-01,2022-04-03,c_3a2747,commercial,A1H,8
j_45b2c9,basic_lawncare,540.5,114,2022-03-07,2022-04-25,2022-04-25,c_3a2747,commercial,A1H,6
j_367cc8,install_new_lawn,2500.0,1304,2022-04-23,2022-05-01,2022-05-02,c_3a2747,commercial,A1H,4
j_48d8e6,garden_landscaping,2040.0,632,2022-05-03,2022-05-09,2022-05-11,c_3a2747,commercial,A1H,5
j_970128,basic_lawncare,540.5,116,2022-03-07,2022-05-16,2022-05-16,c_3a2747,commercial,A1H,10
j_10f16c,basic_lawncare,563.5,126,2022-03-07,2022-05-16,2022-05-16,c_3a2747,commercial,A1H,10
j_5440b0,tree_pruning,490.0,118,2022-05-17,2022-05-26,2022-05-27,c_3a2747,commercial,A1H,7
j_7ac8f6,basic_lawncare,552.0,119,2022-03-07,2022-06-06,2022-06-06,c_3a2747,commercial,A1H,3
j_a1f7c,basic_lawncare,540.5,115,2022-03-07,2022-06-06,2022-06-06,c_3a2747,commercial,A1H,4
j_10856,basic_lawncare,563.5,126,2022-03-07,2022-06-06,2022-06-06,c_3a2747,commercial,A1H,10
j_a581b,basic_lawncare,563.5,121,2022-03-07,2022-06-06,2022-06-06,c_3a2747,commercial,A1H,8
j_95aa13,basic_lawncare,563.5,123,2022-03-07,2022-06-27,2022-06-27,c_3a2747,commercial,A1H,7
j_794fed,basic_lawncare,552.0,117,2022-03-07,2022-06-27,2022-06-27,c_3a2747,commercial,A1H,9
j_531661,basic_lawncare,563.5,121,2022-03-07,2022-06-27,2022-06-28,c_3a2747,commercial,A1H,10
j_7e06c3,complete_lawncare,910.0,280,2022-06-24,2022-07-19,2022-07-20,c_3a2747,commercial,A1H,6
j_b07e1,complete_lawncare,900.0,268,2022-08-16,2022-09-18,2022-09-18,c_3a2747,commercial,A1H,10
j_8527c2,garden_beds,890.0,281,2022-08-28,2022-09-29,2022-09-30,c_3a2747,commercial,A1H,8
j_6b6dff,install_new_lawn,2560.0,1346,2022-09-08,2022-10-05,2022-10-06,c_3a2747,commercial,A1H,6
j_90142a,basic_lawncare,490.0,122,2022-08-28,2022-10-09,2022-10-09,c_3a2747,commercial,A1H,9
j_264517,tree_pruning,290.0,80,2022-03-07,2022-04-01,2022-04-03,c_914b8d,residential,A1H,5
j_88cc3d,install_new_lawn,1340.0,939,2022-03-16,2022-04-08,2022-04-08,c_914b8d,residential,A1H,10
j_f696c,basic_lawncare,300.0,89,2022-05-21,2022-05-30,2022-05-30,c_914b8d,residential,A1H,5
j_959cd4,lawn_treatment,470.0,186,2022-08-11,2022-09-14,2022-09-15,c_914b8d,residential,A1H,10
j_663539,basic_lawncare,290.0,84,2022-08-25,2022-09-27,2022-09-27,c_914b8d,residential,A1H,7
j_14692d,spring_cleanup,460.0,114,2022-03-07,2022-04-01,2022-04-04,c_7aaa6f,residential,A1B,5
j_9518ef,tree_pruning,320.0,80,2022-04-18,2022-04-26,2022-04-27,c_7aaa6f,residential,A1B,10
j_35f673,install_new_lawn,1580.0,1005,2022-04-27,2022-05-02,2022-05-03,c_7aaa6f,residential,A1B,9
j_58bfd9,garden_beds,550.0,198,2022-06-16,2022-07-04,2022-07-05,c_7aaa6f,residential,A1B,7
j_1fd28f,lawn_treatment,560.0,216,2022-07-04,2022-07-29,2022-07-30,c_7aaa6f,residential,A1B,6
j_8d46bb,tree_pruning,330.0,87,2022-08-18,2022-09-19,2022-09-20,c_7aaa6f,residential,A1B,10
j_4f7eed,water_feature,4410.0,2200,2022-03-01,2022-04-01,2022-04-05,c_52152b,residential,A1N,6
j_44fba8,water_feature,4300.0,2132,2022-05-18,2022-05-26,2022-05-30,c_52152b,residential,A1N,7
j_7a6519,garden_landscaping,1690.0,584,2022-06-22,2022-07-12,2022-07-13,c_52152b,residential,A1N,8
j_8c587e,water_feature,4230.0,2056,2022-06-26,2022-07-18,2022-07-21,c_52152b,residential,A1N,4
j_3bca,complete_lawncare,710.0,230,2022-08-08,2022-09-10,2022-09-10,c_52152b,residential,A1N,6
j_8d23b1,basic_lawncare,390.0,102,2022-09-18,2022-10-11,2022-10-11,c_52152b,residential,A1N,3
j_3b61ab,install_new_lawn,1170.0,911,2022-03-08,2022-04-01,2022-04-05,c_45186d,residential,A1H,4
j_2d8f99,garden_landscaping,1060.0,424,2022-05-17,2022-05-25,2022-05-28,c_45186d,residential,A1H,7
j_6e01c0,tree_pruning,240.0,70,2022-05-18,2022-05-27,2022-05-28,c_45186d,residential,A1H,8
j_74d282,tree_pruning,240.0,71,2022-06-10,2022-06-22,2022-06-23,c_45186d,residential,A1H,10
j_19e894,tree_pruning,250.0,71,2022-07-10,2022-08-08,2022-08-10,c_45186d,residential,A1H,10
j_fc4a6,complete_lawncare,460.0,175,2022-07-17,2022-08-16,2022-08-17,c_45186d,residential,A1H,8
j_7be4e1,garden_beds,420.0,162,2022-07-28,2022-08-30,2022-08-31,c_45186d,residential,A1H,10
j_562093,basic_lawncare,250.0,78,2022-07-22,2022-09-07,2022-09-08,c_45186d,residential,A1H,10
j_1641b5,garden_beds,410.0,156,2022-08-05,2022-09-07,2022-09-09,c_45186d,residential,A1H,4
j_6f0c8f,basic_lawncare,250.0,74,2022-08-16,2022-09-29,2022-09-30,c_45186d,residential,A1H,7
j_284cd1,spring_cleanup,410.0,110,2022-03-08,2022-04-04,2022-04-05,c_54e9b4,residential,A1N,9
j_24dae9,install_new_lawn,1490.0,1010,2022-03-09,2022-04-04,2022-04-05,c_54e9b4,residential,A1N,7
j_9392cc,tree_pruning,310.0,83,2022-05-25,2022-06-03,2022-06-03,c_54e9b4,residential,A1N,9
j_961396,retaining_wall,2040.0,1110,2022-06-29,2022-07-25,2022-07-27,c_54e9b4,residential,A1N,4
j_1afc37,complete_lawncare,580.0,210,2022-07-13,2022-08-12,2022-08-12,c_54e9b4,residential,A1N,5
j_38fbd8,basic_lawncare,300.0,84,2022-08-20,2022-09-20,2022-09-20,c_54e9b4,residential,A1N,3
j_40e64c,basic_lawncare,170.0,55,2022-03-08,2022-04-04,2022-04-05,c_6a7123,commercial,A1C,4
j_b982d,basic_lawncare,207.0,56,2022-03-08,2022-04-26,2022-04-26,c_6a7123,commercial,A1C,4
j_2fbcee,basic_lawncare,207.0,53,2022-03-08,2022-04-26,2022-04-26,c_6a7123,commercial,A1C,1
j_53b2e,spring_cleanup,250.0,72,2022-05-07,2022-05-11,2022-05-12,c_6a7123,commercial,A1C,5
j_512c97,basic_lawncare,207.0,57,2022-03-08,2022-05-17,2022-05-17,c_6a7123,commercial,A1C,3
j_194dbe,basic_lawncare,207.0,52,2022-03-08,2022-05-17,2022-05-17,c_6a7123,commercial,A1C,2
j_56f11,basic_lawncare,207.0,54,2022-03-08,2022-06-08,2022-06-08,c_6a7123,commercial,A1C,2
j_408149,basic_lawncare,180.0,54,2022-05-24,2022-06-08,2022-06-08,c_6a7123,commercial,A1C,1
j_486a79,basic_lawncare,180.0,56,2022-05-28,2022-06-08,2022-06-08,c_6a7123,commercial,A1C,1
j_97f8b8,basic_lawncare,218.5,55,2022-03-08,2022-06-08,2022-06-09,c_6a7123,commercial,A1C,10
j_3e1669,basic_lawncare,195.5,55,2022-03-08,2022-06-08,2022-06-09,c_6a7123,commercial,A1C,4
j_84844a,basic_lawncare,207.0,53,2022-03-08,2022-06-08,2022-06-09,c_6a7123,commercial,A1C,4
j_784b7b,basic_lawncare,195.5,54,2022-03-08,2022-06-30,2022-06-30,c_6a7123,commercial,A1C,2
j_399c24,tree_pruning,180.0,54,2022-06-22,2022-07-12,2022-07-12,c_6a7123,commercial,A1C,3
j_8ad588,basic_lawncare,207.0,55,2022-03-08,2022-07-21,2022-07-21,c_6a7123,commercial,A1C,3
j_37202b,water_feature,3240.0,1128,2022-06-28,2022-07-22,2022-07-27,c_6a7123,commercial,A1C,3
j_5b5b6f,basic_lawncare,170.0,54,2022-06-30,2022-08-11,2022-08-11,c_6a7123,commercial,A1C,5
j_94105,garden_landscaping,730.0,285,2022-08-09,2022-09-11,2022-09-13,c_6a7123,commercial,A1C,4
j_507072,garden_beds,290.0,122,2022-08-17,2022-09-18,2022-09-19,c_6a7123,commercial,A1C,6
j_2673bf,tree_pruning,180.0,52,2022-08-27,2022-09-28,2022-09-28,c_6a7123,commercial,A1C,8
j_1e4c81,basic_lawncare,170.0,53,2022-09-17,2022-10-10,2022-10-10,c_6a7123,commercial,A1C,7
j_1c69d0,basic_lawncare,320.0,87,2022-03-08,2022-04-04,2022-04-05,c_19fd0f,residential,A1G,9
j_514722,spring_cleanup,430.0,112,2022-04-13,2022-04-20,2022-04-21,c_19fd0f,residential,A1G,8
j_8331f1,basic_lawncare,368.0,89,2022-03-08,2022-04-26,2022-04-27,c_19fd0f,residential,A1G,9
j_83c3ff,basic_lawncare,345.0,81,2022-03-08,2022-04-26,2022-04-27,c_19fd0f,residential,A1G,7
j_3b4584,spring_cleanup,420.0,107,2022-04-21,2022-04-28,2022-04-29,c_19fd0f,residential,A1G,10
j_4f75e7,tree_pruning,310.0,86,2022-04-25,2022-05-02,2022-05-02,c_19fd0f,residential,A1G,8
j_28d499,basic_lawncare,368.0,88,2022-03-08,2022-05-18,2022-05-19,c_19fd0f,residential,A1G,10
j_741f51,basic_lawncare,356.5,85,2022-03-08,2022-05-18,2022-05-19,c_19fd0f,residential,A1G,10
j_5ccafa,basic_lawncare,368.0,88,2022-03-08,2022-05-18,2022-05-19,c_19fd0f,residential,A1G,5
j_272d93,basic_lawncare,368.0,87,2022-03-08,2022-06-09,2022-06-10,c_19fd0f,residential,A1G,9
j_15b82,basic_lawncare,368.0,88,2022-03-08,2022-07-01,2022-07-01,c_19fd0f,residential,A1G,10
j_8d654b,basic_lawncare,368.0,86,2022-03-08,2022-07-01,2022-07-01,c_19fd0f,residential,A1G,7
j_80aa97,basic_lawncare,368.0,86,2022-03-08,2022-07-01,2022-07-01,c_19fd0f,residential,A1G,7
j_653d27,basic_lawncare,320.0,87,2022-06-03,2022-07-01,2022-07-02,c_19fd0f,residential,A1G,7
j_5426f3,basic_lawncare,345.0,82,2022-03-08,2022-07-01,2022-07-02,c_19fd0f,residential,A1G,6
j_8b57a7,complete_lawncare,580.0,201,2022-06-22,2022-07-25,2022-07-25,c_19fd0f,residential,A1G,10
j_cd05d,complete_lawncare,580.0,197,2022-08-03,2022-09-06,2022-09-06,c_19fd0f,residential,A1G,10
j_73b83d,retaining_wall,2070.0,1114,2022-09-11,2022-10-06,2022-10-08,c_19fd0f,residential,A1G,3
j_8e6546,install_new_lawn,1430.0,943,2022-03-09,2022-04-04,2022-04-05,c_7ca27f,residential,A1N,6
j_328da5,complete_lawncare,580.0,202,2022-05-17,2022-05-25,2022-05-25,c_7ca27f,residential,A1N,10
j_42f487,lawn_treatment,520.0,206,2022-05-18,2022-05-26,2022-05-27,c_7ca27f,residential,A1N,5
j_67c66f,basic_lawncare,310.0,86,2022-06-16,2022-07-04,2022-07-05,c_7ca27f,residential,A1N,10
j_38a3d2,water_feature,3960.0,1805,2022-07-06,2022-08-01,2022-08-05,c_7ca27f,residential,A1N,3
j_909e93,garden_beds,520.0,190,2022-07-08,2022-08-05,2022-08-06,c_7ca27f,residential,A1N,4
j_5df149,install_new_lawn,1470.0,974,2022-07-27,2022-08-30,2022-08-31,c_7ca27f,residential,A1N,10
j_180644,basic_lawncare,310.0,89,2022-10-20,2022-10-23,2022-10-24,c_7ca27f,residential,A1N,4
j_f1fdf,spring_cleanup,420.0,109,2022-03-10,2022-04-04,2022-04-05,c_12b296,residential,A1H,7
j_512449,garden_landscaping,1270.0,464,2022-07-01,2022-07-27,2022-07-29,c_12b296,residential,A1H,10
j_4881aa,lawn_treatment,530.0,206,2022-07-11,2022-08-08,2022-08-09,c_12b296,residential,A1H,10
j_18f848,garden_beds,520.0,190,2022-08-04,2022-09-06,2022-09-07,c_12b296,residential,A1H,7
j_b4f28,complete_lawncare,560.0,195,2022-08-08,2022-09-10,2022-09-11,c_12b296,residential,A1H,5
j_5ea9dd,garden_beds,540.0,198,2022-08-19,2022-09-19,2022-09-20,c_12b296,residential,A1H,8
